Learning Path,Topic,Section,Problem Name,Difficulty,URL
Algorithms,Recursion,Pattern: Tail Recursion,Search Element,Easy,https://www.codeintuition.io/courses/recursion/zDmzqOTS2xd5CP0HUENFp
Algorithms,Recursion,Pattern: Tail Recursion,Is Palindrome,Easy,https://www.codeintuition.io/courses/recursion/LYO4SeOabg9R7a3FrO-H6
Algorithms,Recursion,Pattern: Tail Recursion,Reverse a List,Medium,https://www.codeintuition.io/courses/recursion/2ZNHf67nfwnoDWEr7AnnO
Algorithms,Recursion,Pattern: Multiple Recursion,Fibonacci Number,Fundamental,https://www.codeintuition.io/courses/recursion/bFHj-rMHhgF7349vbyI6s
Algorithms,Recursion,Pattern: Multiple Recursion,Zigzag Sequence,Easy,https://www.codeintuition.io/courses/recursion/-f6UX_lI7gJuPPD7nnty8
Algorithms,Recursion,Pattern: Multiple Recursion,Climb Stairs,Easy,https://www.codeintuition.io/courses/recursion/ojKyMVqi0nOuFByKhiiX9
Algorithms,Recursion,Pattern: Multiple Recursion,Catalan Number,Medium,https://www.codeintuition.io/courses/recursion/hL3nerC7aAavgjMsMUlyH
Algorithms,Recursion,Pattern: Multidimensional Recursion,Binomial Coefficient,Fundamental,https://www.codeintuition.io/courses/recursion/z24pNska2eWOHK1M6kSBa
Algorithms,Recursion,Pattern: Multidimensional Recursion,Lattice Paths,Easy,https://www.codeintuition.io/courses/recursion/lhYFpqwcwrarVFfw7wfZg
Algorithms,Recursion,Pattern: Multidimensional Recursion,Ackermann Function,Medium,https://www.codeintuition.io/courses/recursion/JYJielMoq4_ttu0pf9jsH
Algorithms,Recursion,Pattern: Multidimensional Recursion,Egg Dropping,Hard,https://www.codeintuition.io/courses/recursion/qEXs1iRdxBpFFtTsiScz4
Algorithms,Backtracking,Pattern: Unconditional Enumeration,Unique Subsets,Medium,https://www.codeintuition.io/courses/backtracking/Ay1v4Se4C70fEpzrhyxOx
Algorithms,Backtracking,Pattern: Unconditional Enumeration,Case Transformations,Medium,https://www.codeintuition.io/courses/backtracking/JkLgJH7l765_QdNMGqfIY
Algorithms,Backtracking,Pattern: Unconditional Enumeration,Number Sequence,Medium,https://www.codeintuition.io/courses/backtracking/b6KNxc-nHELQzUrZ1t_gT
Algorithms,Backtracking,Pattern: Unconditional Enumeration,Phone Combinations,Medium,https://www.codeintuition.io/courses/backtracking/6CnDCrcxNm3TktPwVWrvN
Algorithms,Backtracking,Pattern: Conditional Enumeration,Generate Parentheses,Medium,https://www.codeintuition.io/courses/backtracking/-xhgaEmiz9mw4lW6l_CFC
Algorithms,Backtracking,Pattern: Conditional Enumeration,Target Sum Combinations,Medium,https://www.codeintuition.io/courses/backtracking/cSpk4BcXCiyL89PTOFCyM
Algorithms,Backtracking,Pattern: Conditional Enumeration,Generate IP Addresses,Medium,https://www.codeintuition.io/courses/backtracking/sBQbNSN0kLWVCOqmnUC4j
Algorithms,Backtracking,Pattern: Conditional Enumeration,String Permutations,Medium,https://www.codeintuition.io/courses/backtracking/5_fmXxS8tuCRVuwe5Rker
Algorithms,Backtracking,Pattern: Backtracking Search,Rat in a Maze,Medium,https://www.codeintuition.io/courses/backtracking/G6WH8mkrcEVLpChdh2UZX
Algorithms,Backtracking,Pattern: Backtracking Search,Word Quest,Medium,https://www.codeintuition.io/courses/backtracking/Jx2geD7obrIkWRMpKvooM
Algorithms,Backtracking,Pattern: Backtracking Search,Solve N-Queens,Hard,https://www.codeintuition.io/courses/backtracking/aOHZJV039vJZ88YrHpFmq
Algorithms,Backtracking,Pattern: Backtracking Search,Solve Sudoku,Hard,https://www.codeintuition.io/courses/backtracking/x1cupNE3e76txSET4y8Iy
Algorithms,Sorting,Introduction,Order Check,Fundamental,https://www.codeintuition.io/courses/sorting/WcmO5RUhlhJBXrlw0UpW6
Algorithms,Sorting,Algorithms,Implement Bubble Sort,Fundamental,https://www.codeintuition.io/courses/sorting/pY5GcGq5MmQ17SJ2aM9tv
Algorithms,Sorting,Algorithms,Implement Selection Sort,Fundamental,https://www.codeintuition.io/courses/sorting/OdD4WH8lYJ8JHDChTh8rC
Algorithms,Sorting,Algorithms,Implement Insertion Sort,Fundamental,https://www.codeintuition.io/courses/sorting/qma1I4LM2mxjJ6JJbnvrd
Algorithms,Sorting,Algorithms,Implement Counting Sort,Fundamental,https://www.codeintuition.io/courses/sorting/cxooidm21KRPdj9j5W-in
Algorithms,Sorting,Algorithms,Implement Quicksort,Fundamental,https://www.codeintuition.io/courses/sorting/YJWZKriP8Xcaj76gsCENl
Algorithms,Sorting,Algorithms,Top K Elements,Medium,https://www.codeintuition.io/courses/sorting/JuiqKHOahjYjzdWgXBWAa
Algorithms,Sorting,Algorithms,Implement Dutch National Flag Sort,Fundamental,https://www.codeintuition.io/courses/sorting/qCYvWlk7TvS8I1Jc_eETr
Algorithms,Sorting,Algorithms,Implement Three Way Quicksort,Fundamental,https://www.codeintuition.io/courses/sorting/VzN4ubzWtequZ9kJtTWpX
Algorithms,Sorting,Algorithms,Implement Merge Sort,Fundamental,https://www.codeintuition.io/courses/sorting/bEnqD-CivYaJtomUYd-FF
Algorithms,Sorting,Algorithms,Count Inversions,Medium,https://www.codeintuition.io/courses/sorting/5wTNfegk-TOpQMNmI-w0N
Algorithms,Sorting,Algorithms,Implement Heapsort,Fundamental,https://www.codeintuition.io/courses/sorting/BQZwDgEDoN9hwKbYvDYS8
Algorithms,Sorting,Pattern: Quickselect,Kth Smallest Element,Easy,https://www.codeintuition.io/courses/sorting/7VjnoNxovsDxEKXpVNrfu
Algorithms,Sorting,Pattern: Quickselect,Median Finder,Easy,https://www.codeintuition.io/courses/sorting/fU7KO3mY0fHV9M_R6j1Lh
Algorithms,Sorting,Pattern: Quickselect,K Closest Elements,Medium,https://www.codeintuition.io/courses/sorting/PYZvDPNTwxquoKTCWlUhv
Algorithms,Sorting,Pattern: Quickselect,K Most Frequent Elements,Medium,https://www.codeintuition.io/courses/sorting/S3XXvpyz2gD_8-O0GU5fi
Algorithms,Sorting,Pattern: Custom Compare,Bitwise Sort,Easy,https://www.codeintuition.io/courses/sorting/kGQPICWk2CXuiJkx6HyeZ
Algorithms,Sorting,Pattern: Custom Compare,Sort Characters By Frequency,Medium,https://www.codeintuition.io/courses/sorting/LtTrPlgTKc-9tNFZ8ZIcV
Algorithms,Sorting,Pattern: Custom Compare,Largest Number,Medium,https://www.codeintuition.io/courses/sorting/ANzky0r0VbE8PHhwPnGun
Algorithms,Sorting,Pattern: Custom Compare,Sort People By Height,Medium,https://www.codeintuition.io/courses/sorting/My573FzAXiSkAmpe5W5UA
Algorithms,Searching,Fundamentals,Implement Binary Search,Fundamental,https://www.codeintuition.io/courses/searching/PBdnjdNwp9rspx8XLO1MY
Algorithms,Searching,Fundamentals,Implement Lower Bound,Fundamental,https://www.codeintuition.io/courses/searching/seWt3TNtOY6ldiBXiYAmH
Algorithms,Searching,Fundamentals,Implement Upper Bound,Fundamental,https://www.codeintuition.io/courses/searching/hL6NT_WG6WWIxHaHf6Y3s
Algorithms,Searching,Fundamentals,Implement 2D Binary Search,Fundamental,https://www.codeintuition.io/courses/searching/S9iSbWteFnBg39xlPdV5z
Algorithms,Searching,Fundamentals,Implement Staircase Search,Fundamental,https://www.codeintuition.io/courses/searching/Bc3Y3es59RoyTEWNxV9Ob
Algorithms,Searching,Sorted Rotated Array,Rotated Array Minimum,Medium,https://www.codeintuition.io/courses/searching/uafx7oD0fagguQ7GGgE32
Algorithms,Searching,Sorted Rotated Array,Rotated Array Search,Medium,https://www.codeintuition.io/courses/searching/aKjYFwKysweU0f0SvFSj4
Algorithms,Searching,Pattern: Binary Search,Recovery Validation,Easy,https://www.codeintuition.io/courses/searching/BJC8iQgPSsJurHM3g1xlR
Algorithms,Searching,Pattern: Binary Search,Reverse Binary Search,Easy,https://www.codeintuition.io/courses/searching/cs7NigQ74SEQomA_vBsUD
Algorithms,Searching,Pattern: Binary Search,Minimum Shared Element,Medium,https://www.codeintuition.io/courses/searching/5nnFpTWqtJMEcRHWAvohn
Algorithms,Searching,Pattern: Binary Search,Intersecting Elements,Medium,https://www.codeintuition.io/courses/searching/VoFsTSZTPnA-p171Mvacn
Algorithms,Searching,Pattern: Lower Bound,Search Insert Position,Easy,https://www.codeintuition.io/courses/searching/yV_AnxyZikIxODGrhg0xk
Algorithms,Searching,Pattern: Lower Bound,First and Last Position,Medium,https://www.codeintuition.io/courses/searching/PzJX5QrchqNrHHPXcEvxT
Algorithms,Searching,Pattern: Lower Bound,Closest Element,Medium,https://www.codeintuition.io/courses/searching/ucZF0XQ8r_sTiKL8Mz4KO
Algorithms,Searching,Pattern: Lower Bound,K Closest Elements,Medium,https://www.codeintuition.io/courses/searching/FC2B3-BERAkzGghr4ftC1
Algorithms,Searching,Pattern: Upper Bound,Limit Count,Easy,https://www.codeintuition.io/courses/searching/mjKxw-6evdyjRaa-1QLgI
Algorithms,Searching,Pattern: Upper Bound,Positive Index,Easy,https://www.codeintuition.io/courses/searching/2C1bTVU4LazyaauGWHk1v
Algorithms,Searching,Pattern: Upper Bound,Ceiling Index,Easy,https://www.codeintuition.io/courses/searching/Cqbi1t_vWwChHs_QPYz0a
Algorithms,Searching,Pattern: Upper Bound,Breaking Index,Easy,https://www.codeintuition.io/courses/searching/drilNuAauBSCaxrXpPKOt
Algorithms,Searching,Pattern: Minimum Predicate Search,Punctual Arrival Speed,Medium,https://www.codeintuition.io/courses/searching/BBW1lqQsy_CkJayBMckzM
Algorithms,Searching,Pattern: Minimum Predicate Search,Penalty With Balls,Medium,https://www.codeintuition.io/courses/searching/xQ7pAmpG-Up4uHUCd2rS9
Algorithms,Searching,Pattern: Minimum Predicate Search,Minimum Shipping Capacity,Medium,https://www.codeintuition.io/courses/searching/ke266Y-PVh5hOSYdfs0gV
Algorithms,Searching,Pattern: Minimum Predicate Search,Trip Completion Frenzy,Medium,https://www.codeintuition.io/courses/searching/9FWiQSJuhqx7ps6KgUg9n
Algorithms,Searching,Pattern: Maximum Predicate Search,Calculate Square Root,Easy,https://www.codeintuition.io/courses/searching/9wr9aI8J94fcWy6DNamE0
Algorithms,Searching,Pattern: Maximum Predicate Search,Build Staircase,Easy,https://www.codeintuition.io/courses/searching/0manbJXDpn5idUwtOOGSJ
Algorithms,Searching,Pattern: Maximum Predicate Search,K Ribbons,Medium,https://www.codeintuition.io/courses/searching/Yp2zWpXUa74ainlhr4nlM
Algorithms,Searching,Pattern: Maximum Predicate Search,Equalise Water,Medium,https://www.codeintuition.io/courses/searching/JKDOgf2409LyYslQdyx3K
Algorithms,Dynamic Programming,Linear DP,Calculate Factorial,Easy,https://www.codeintuition.io/courses/dynamic-programming/05lHLnv4CQAa8K_Jgk4H3
Algorithms,Dynamic Programming,Linear DP,Nth Fibonacci Number,Easy,https://www.codeintuition.io/courses/dynamic-programming/uRxHvCRliysHgQbAUY-QE
Algorithms,Dynamic Programming,Longest Increasing Subsequence,Longest Increasing Subsequence,Medium,https://www.codeintuition.io/courses/dynamic-programming/rlkw-9IAks8-Zg490Cw1B
Algorithms,Dynamic Programming,Longest Increasing Subsequence,Largest Sum Ascending Subsequence,Medium,https://www.codeintuition.io/courses/dynamic-programming/97EgllV_xiRJSC4xv7str
Algorithms,Dynamic Programming,Longest Common Subsequence,Longest Common Subsequence,Medium,https://www.codeintuition.io/courses/dynamic-programming/GahBC3SAIoE1HnTAIVOju
Algorithms,Dynamic Programming,Longest Common Subsequence,Longest Common Subsequence II,Medium,https://www.codeintuition.io/courses/dynamic-programming/-XwsueeIkYwlzUz6M8oPM
Algorithms,Dynamic Programming,Longest Common Substring,Longest Common Substring,Medium,https://www.codeintuition.io/courses/dynamic-programming/Uhq0TpQ-rUqCnds-B7zD1
Algorithms,Dynamic Programming,Edit Distance,Edit Distance,Hard,https://www.codeintuition.io/courses/dynamic-programming/aVBcAVrH2vqV2gG0_EwCc
Algorithms,Dynamic Programming,Longest Palindromic Subsequence,Longest Palindromic Subsequence,Medium,https://www.codeintuition.io/courses/dynamic-programming/tYXtPAkGl4bF4dN8qIOsW
Algorithms,Dynamic Programming,Palindrome Partitioning,Minimum Partitioning,Hard,https://www.codeintuition.io/courses/dynamic-programming/uvvpQ5MfP_E345E0lv4K7
Algorithms,Dynamic Programming,Palindrome Partitioning,Word Break,Medium,https://www.codeintuition.io/courses/dynamic-programming/H-iN-En_KSW1dniimvY5T
Algorithms,Dynamic Programming,0/1 Knapsack,Zero One Knapsack,Medium,https://www.codeintuition.io/courses/dynamic-programming/xwh8P_L8M5z3-setj0Rud
Algorithms,Dynamic Programming,0/1 Knapsack,Zero One Knapsack II,Hard,https://www.codeintuition.io/courses/dynamic-programming/Qud5ysXqVE-qHci4xSAwb
Algorithms,Dynamic Programming,0/1 Knapsack,Subset Sum,Medium,https://www.codeintuition.io/courses/dynamic-programming/lbZv-5NdD4LMe9Hn0BKEl
Algorithms,Dynamic Programming,Unbounded Knapsack,Rod Cutting,Medium,https://www.codeintuition.io/courses/dynamic-programming/Rvi2-KAOlmvs_FLz_gijw
Algorithms,Dynamic Programming,Unbounded Knapsack,Coin Change,Medium,https://www.codeintuition.io/courses/dynamic-programming/6pNCAXrkzkQUdE3g1ej46
Algorithms,Dynamic Programming,Counting Knapsack,Coin Change II,Medium,https://www.codeintuition.io/courses/dynamic-programming/KPDxhG_wND2MR9velaKAi
Algorithms,Dynamic Programming,Matrix Chain Multiplication,Matrix Chain Multiplication,Hard,https://www.codeintuition.io/courses/dynamic-programming/zTeDuROagNWbkrPUt_WJR
Algorithms,Dynamic Programming,Pattern: Edit Distance,Wildcard Pattern Matching,Hard,https://www.codeintuition.io/courses/dynamic-programming/IrEO5AhGbWVb3yv8WePLk
Algorithms,Dynamic Programming,Pattern: Edit Distance,Interleaving Check,Medium,https://www.codeintuition.io/courses/dynamic-programming/mllOiyApktd24m9sajeQ5
Algorithms,Dynamic Programming,Pattern: Subset Sum,Partition With Equal Sum,Medium,https://www.codeintuition.io/courses/dynamic-programming/qpKACB7Mzg04HRuUSExs6
Algorithms,Dynamic Programming,Pattern: Subset Sum,Sets With Smallest Discrepancy,Medium,https://www.codeintuition.io/courses/dynamic-programming/BWaq9rBQ0GoxNkAOhfEyi
Algorithms,Dynamic Programming,Pattern: 2D Grid,Longest Ascending Route,Hard,https://www.codeintuition.io/courses/dynamic-programming/OQPvpzjZlAt3K4f7lBKTq
Algorithms,Dynamic Programming,Pattern: 2D Grid,Largest Square Area,Medium,https://www.codeintuition.io/courses/dynamic-programming/EI-eVNzLUoJhFwrADxb0Q
Algorithms,Dynamic Programming,Pattern: 2D Grid,Destination Path Count,Medium,https://www.codeintuition.io/courses/dynamic-programming/UculVtm70N4_cb2ysgfIE
Algorithms,Dynamic Programming,Pattern: 2D Grid,Largest Plus of 1's,Medium,https://www.codeintuition.io/courses/dynamic-programming/0mC8-zg58WzJ3QuRn0Bhz
Algorithms,Dynamic Programming,Pattern: Prefix Sum,K Limited Submatrix Sum,Medium,https://www.codeintuition.io/courses/dynamic-programming/lQSwNnIcIEtizSVHyg718
Algorithms,Dynamic Programming,Pattern: Prefix Sum,Maximum Submatrix Sum,Medium,https://www.codeintuition.io/courses/dynamic-programming/f-PBeUnnSH_rC4Wx64g6t
Algorithms,Dynamic Programming,Pattern: Prefix Sum,Design a Range Sum Finder,Medium,https://www.codeintuition.io/courses/dynamic-programming/c3I_Xwt_fYGBDgaV_9nwx
Algorithms,Dynamic Programming,Practice,Covering Distance,Easy,https://www.codeintuition.io/courses/dynamic-programming/JV31MYDwwh8B947vDLX6e
Algorithms,Dynamic Programming,Practice,Reachability Check,Medium,https://www.codeintuition.io/courses/dynamic-programming/dZQ8rMn0hzzvVsaOvWF8V
Algorithms,Dynamic Programming,Practice,Longest Bitonic Subsequence,Medium,https://www.codeintuition.io/courses/dynamic-programming/TuDDIKNSX6QVBPt4UbGLG
Algorithms,Dynamic Programming,Practice,Longest Alternating Subsequence,Medium,https://www.codeintuition.io/courses/dynamic-programming/_9_dsI8a-gqXXKGUwdHtX
Algorithms,Dynamic Programming,Practice,Pattern as Subsequence,Medium,https://www.codeintuition.io/courses/dynamic-programming/r9RVAUiPpgzMLZpTozxcS
Algorithms,Dynamic Programming,Practice,Shortest Common Supersequence,Hard,https://www.codeintuition.io/courses/dynamic-programming/wEb3xhesmlEkh0rbBuQxU
Algorithms,Dynamic Programming,Practice,Longest Repeated Subsequence,Medium,https://www.codeintuition.io/courses/dynamic-programming/Xq91bx7Npqa5JEnaHqKZO
Algorithms,Bit Manipulation,Pattern: Kth Bit,Kth Bit Check,Easy,https://www.codeintuition.io/courses/bit-manipulation/VP24sx_Edac-zMt_qKN5J
Algorithms,Bit Manipulation,Pattern: Kth Bit,Set Kth Bit,Easy,https://www.codeintuition.io/courses/bit-manipulation/bZqAuR4wyCYSjT41-TJ4M
Algorithms,Bit Manipulation,Pattern: Kth Bit,Unset Kth Bit,Easy,https://www.codeintuition.io/courses/bit-manipulation/iB0gcKtGM_-sB-d_qRapG
Algorithms,Bit Manipulation,Pattern: Kth Bit,Toggle Kth Bit,Easy,https://www.codeintuition.io/courses/bit-manipulation/VjolmfO1Wuy_i9vxInZWD
Algorithms,Bit Manipulation,Pattern: Set Bit Finder,Only Set Bit,Easy,https://www.codeintuition.io/courses/bit-manipulation/JiMapCEkEc71_dLMDy53U
Algorithms,Bit Manipulation,Pattern: Set Bit Finder,Rightmost Set Bit,Easy,https://www.codeintuition.io/courses/bit-manipulation/hAVJ95svEbjondf-lNu_w
Algorithms,Bit Manipulation,Pattern: Restructuring,Reverse Bits,Easy,https://www.codeintuition.io/courses/bit-manipulation/twU6GoUZolzIXDPeJX80c
Algorithms,Bit Manipulation,Pattern: Restructuring,Circular Shift Bits,Easy,https://www.codeintuition.io/courses/bit-manipulation/3puDtfHf8xv41mmglj8s5
Algorithms,Bit Manipulation,Pattern: XOR,Have Opposite Signs,Easy,https://www.codeintuition.io/courses/bit-manipulation/SQBkCO5QLoe4C7hXrOruJ
Algorithms,Bit Manipulation,Pattern: XOR,Swap Numbers,Easy,https://www.codeintuition.io/courses/bit-manipulation/vStjmYtM1nbphmvZDt8sp
Algorithms,Bit Manipulation,Pattern: XOR,Toggle Count,Easy,https://www.codeintuition.io/courses/bit-manipulation/aFAUZBm27Doxeg1cB-wun
Algorithms,Bit Manipulation,Pattern: XOR,Odd Occurring Element,Easy,https://www.codeintuition.io/courses/bit-manipulation/r0Eo7zwnJZWk387Ix-ADH
Algorithms,Bit Manipulation,Pattern: XOR,Odd Occurring Element II,Medium,https://www.codeintuition.io/courses/bit-manipulation/T7u2teCq543wdsKwnMHGy
Algorithms,Bit Manipulation,Pattern: XOR,Duplicate Element,Medium,https://www.codeintuition.io/courses/bit-manipulation/o_l78MkfeuFGtM4MwsCwt
Algorithms,Bit Manipulation,Pattern: XOR,Missing and Duplicated Elements,Medium,https://www.codeintuition.io/courses/bit-manipulation/b2MuzYnmWH3770hzLBefl
Algorithms,Bit Manipulation,Pattern: Bitmasking,Pairwise Bits Swap,Easy,https://www.codeintuition.io/courses/bit-manipulation/kxoELtPtG7J1yrC_7Ixj0
Algorithms,Bit Manipulation,Pattern: Bitmasking,Unique Subsets,Medium,https://www.codeintuition.io/courses/bit-manipulation/N-UD4xwrSOmRT_BzqLAfS
Algorithms,Bit Manipulation,Pattern: Applications,Parity Checker,Easy,https://www.codeintuition.io/courses/bit-manipulation/yUMYDg0sRbBku6HBwN9sC
Algorithms,Bit Manipulation,Pattern: Applications,Power of 2,Easy,https://www.codeintuition.io/courses/bit-manipulation/4TM7JACNEQnvM-3Xh_y99
Algorithms,Bit Manipulation,Pattern: Applications,Parity Checker II,Easy,https://www.codeintuition.io/courses/bit-manipulation/5gTkmJBwEW4iudGngaVON
Algorithms,Bit Manipulation,Pattern: Applications,Power Function,Medium,https://www.codeintuition.io/courses/bit-manipulation/Q1ksNn2gWo2_-4JBzp9Zb
